Img Name,direksiyon,serit_secim,hiz,Vites,gaz,fren,guc,el_freni
47,0.0,0,9.466708092986664e-07,1,-0.0,0.0,True,False
48,0.0,0,9.466708092986664e-07,1,-0.0,0.0,True,False
49,0.0,0,9.467062795920356e-07,1,-0.0,0.0,True,False
50,0.0,0,9.467062795920356e-07,1,-0.0,0.0,True,False
51,0.0,0,1.4008543303134502e-06,1,-0.0,0.0,True,False
52,0.0,0,1.4008543303134502e-06,1,-0.0,0.0,True,False
53,0.0,0,9.534119271847885e-07,1,-0.0,0.0,True,False
54,0.0,0,9.534119271847885e-07,1,-0.0,0.0,True,False
55,0.0,0,9.499181601313467e-07,1,-0.0,0.0,True,False
56,0.0,0,9.499181601313467e-07,1,-0.0,0.0,True,False
57,0.0,0,9.46688146541419e-07,1,-0.0,0.0,True,False
58,0.0,0,9.46688146541419e-07,1,-0.0,0.0,True,False
59,0.0,0,1.4008550124344765e-06,1,-0.0,0.0,True,False
60,0.0,0,1.4008550124344765e-06,1,-0.0,0.0,True,False
61,0.0,0,1.1707816156558692e-06,1,-0.0,0.0,True,False
62,0.0,0,1.1707816156558692e-06,1,-0.0,0.0,True,False
63,0.0,0,9.466546089242911e-07,1,-0.0,0.0,True,False
64,0.0,0,9.466546089242911e-07,1,-0.0,0.0,True,False
65,0.0,0,9.46696729897667e-07,1,-0.0,0.0,True,False
66,0.0,0,9.46696729897667e-07,1,-0.0,0.0,True,False
67,0.0,0,9.497577480033215e-07,1,-0.0,0.0,True,False
68,0.0,0,9.497577480033215e-07,1,-0.0,0.0,True,False
69,0.0,0,9.536965990264434e-07,1,-0.0,0.0,True,False
70,0.0,0,9.536965990264434e-07,1,-0.0,0.0,True,False
71,0.0,0,9.466886012887699e-07,1,-0.0,0.0,True,False
72,0.0,0,9.466886012887699e-07,1,-0.0,0.0,True,False
73,0.0,0,9.393173741045757e-07,1,-0.0,0.0,True,False
74,0.0,0,9.393173741045757e-07,1,-0.0,0.0,True,False
75,0.0,0,9.532741387374699e-07,1,-0.0,0.0,True,False
76,0.0,0,9.532741387374699e-07,1,-0.0,0.0,True,False
77,0.0,0,1.1707850262610009e-06,1,-0.0,0.0,True,False
78,0.0,0,1.1707850262610009e-06,1,-0.0,0.0,True,False
79,0.0,0,1.1563398629732546e-06,1,-0.0,0.0,True,False
80,0.0,0,1.1563398629732546e-06,1,-0.0,0.0,True,False
81,0.0,0,9.536715310787258e-07,1,-0.0,0.0,True,False
82,0.0,0,9.536715310787258e-07,1,-0.0,0.0,True,False
83,0.0,0,9.537575351714622e-07,1,-0.0,0.0,True,False
84,0.0,0,9.537575351714622e-07,1,-0.0,0.0,True,False
85,0.0,0,9.466380674894026e-07,1,-0.0,0.0,True,False
86,0.0,0,9.466380674894026e-07,1,-0.0,0.0,True,False
87,0.0,0,9.466970141147613e-07,1,-0.0,0.0,True,False
88,0.0,0,9.466970141147613e-07,1,-0.0,0.0,True,False
89,0.0,0,9.467484005654114e-07,1,-0.0,0.0,True,False
90,0.0,0,9.467484005654114e-07,1,-0.0,0.0,True,False
91,0.0,0,9.534123819321394e-07,1,-0.0,0.0,True,False
92,0.0,0,9.534123819321394e-07,1,-0.0,0.0,True,False
93,0.0,0,9.499178190708335e-07,1,-0.0,0.0,True,False
94,0.0,0,9.499178190708335e-07,1,-0.0,0.0,True,False
95,0.0,0,1.4008551261213142e-06,1,-0.0,0.0,True,False
96,0.0,0,1.4008551261213142e-06,1,-0.0,0.0,True,False
97,0.0,0,1.1707986686815275e-06,1,-0.0,0.0,True,False
98,0.0,0,1.1707986686815275e-06,1,-0.0,0.0,True,False
99,0.0,0,9.466546089242911e-07,1,-0.0,0.0,True,False
100,0.0,0,9.466546089242911e-07,1,-0.0,0.0,True,False
101,0.0,0,9.393824029757525e-07,1,-0.0,0.0,True,False
102,0.0,0,9.393824029757525e-07,1,-0.0,0.0,True,False
103,0.0,0,9.432284286958748e-07,1,-0.0,0.0,True,False
104,0.0,0,9.432284286958748e-07,1,-0.0,0.0,True,False
105,0.0,0,9.498350550529722e-07,1,-0.0,0.0,True,False
106,0.0,0,9.498350550529722e-07,1,-0.0,0.0,True,False
107,0.0,0,9.466631922805391e-07,1,-0.0,0.0,True,False
108,0.0,0,9.466631922805391e-07,1,-0.0,0.0,True,False
109,0.0,0,9.393174309479946e-07,1,-0.0,0.0,True,False
110,0.0,0,9.393174309479946e-07,1,-0.0,0.0,True,False
111,0.0,0,9.467389077144617e-07,1,-0.0,0.0,True,False
112,0.0,0,9.467389077144617e-07,1,-0.0,0.0,True,False
113,0.0,0,9.499473208052223e-07,1,-0.0,0.0,True,False
114,0.0,0,9.499473208052223e-07,1,-0.0,0.0,True,False
115,0.0,0,9.499473208052223e-07,1,-0.0,0.0,True,False
116,0.0,0,9.499473208052223e-07,1,-0.0,0.0,True,False
117,0.0,0,9.466959909332218e-07,1,-0.0,0.0,True,False
118,0.0,0,9.466959909332218e-07,1,-0.0,0.0,True,False
119,0.0,0,9.466535288993327e-07,1,-0.0,0.0,True,False
120,0.0,0,9.466535288993327e-07,1,-0.0,0.0,True,False
121,0.0,0,9.466970141147613e-07,1,-0.0,0.0,True,False
122,0.0,0,9.466970141147613e-07,1,-0.0,0.0,True,False
123,0.0,0,9.503375508757017e-07,1,-0.0,0.0,True,False
124,0.0,0,9.503375508757017e-07,1,-0.0,0.0,True,False
125,0.0,0,9.46639943322225e-07,1,-0.0,0.0,True,False
126,0.0,0,9.46639943322225e-07,1,-0.0,0.0,True,False
127,0.0,0,1.1705518545568339e-06,1,-0.0,0.0,True,False
128,0.0,0,1.1705518545568339e-06,1,-0.0,0.0,True,False
129,0.0,0,9.46739589835488e-07,1,-0.0,0.0,True,False
130,0.0,0,9.46739589835488e-07,1,-0.0,0.0,True,False
131,0.0,0,9.503607998340158e-07,1,-0.0,0.0,True,False
132,0.0,0,9.503607998340158e-07,1,-0.0,0.0,True,False
133,0.0,0,9.434372145733505e-07,1,-0.0,0.0,True,False
134,0.0,0,9.434372145733505e-07,1,-0.0,0.0,True,False
135,0.0,0,1.393428419760312e-06,1,-0.0,0.0,True,False
136,0.0,0,1.393428419760312e-06,1,-0.0,0.0,True,False
137,0.0,0,9.49757122725714e-07,1,-0.0,0.0,True,False
138,0.0,0,9.49757122725714e-07,1,-0.0,0.0,True,False
139,0.0,0,9.466387496104289e-07,1,0.0499427355825901,0.0,True,False
140,0.0,0,9.466387496104289e-07,1,0.0499427355825901,0.0,True,False
141,0.0,0,9.466975825489499e-07,1,0.12553226947784424,0.0,True,False
142,0.0,0,9.466975825489499e-07,1,0.12553226947784424,0.0,True,False
143,0.0,0,9.318525826529367e-07,1,0.14712008833885193,0.0,True,False
144,0.0,0,9.318525826529367e-07,1,0.14712008833885193,0.0,True,False
145,0.0,0,0.0005429540178738534,1,0.14712008833885193,0.0,True,False
146,0.0,0,0.0005429540178738534,1,0.14712008833885193,0.0,True,False
147,0.0,0,0.05415045842528343,1,0.14712008833885193,0.0,True,False
148,0.0,0,0.05415045842528343,1,0.14712008833885193,0.0,True,False
149,0.0,0,0.0902569517493248,1,0.14712008833885193,0.0,True,False
150,0.0,0,0.0902569517493248,1,0.14712008833885193,0.0,True,False
151,0.0,0,0.10134032368659973,1,0.14712008833885193,0.0,True,False
152,0.0,0,0.10134032368659973,1,0.14712008833885193,0.0,True,False
153,0.0,0,0.13367122411727905,1,0.14712008833885193,0.0,True,False
154,0.0,0,0.13367122411727905,1,0.14712008833885193,0.0,True,False
155,0.0,0,0.17979152500629425,1,0.14712008833885193,0.0,True,False
156,0.0,0,0.17979152500629425,1,0.14712008833885193,0.0,True,False
157,0.0,0,0.19737181067466736,1,0.14712008833885193,0.0,True,False
158,0.0,0,0.19737181067466736,1,0.14712008833885193,0.0,True,False
159,0.0,0,0.23156315088272095,1,0.14712008833885193,0.0,True,False
160,0.0,0,0.23156315088272095,1,0.14712008833885193,0.0,True,False
161,0.0,0,0.2905070185661316,1,0.14712008833885193,0.0,True,False
162,0.0,0,0.2905070185661316,1,0.14712008833885193,0.0,True,False
163,0.0,0,0.3066670596599579,1,0.14712008833885193,0.0,True,False
164,0.0,0,0.3066670596599579,1,0.14712008833885193,0.0,True,False
165,0.0,0,0.3577713370323181,1,0.14712008833885193,0.0,True,False
166,0.0,0,0.3577713370323181,1,0.14712008833885193,0.0,True,False
167,0.0,0,0.376446932554245,1,0.14712008833885193,0.0,True,False
168,0.0,0,0.376446932554245,1,0.14712008833885193,0.0,True,False
169,0.0,0,0.41399988532066345,1,0.14712008833885193,0.0,True,False
170,0.0,0,0.41399988532066345,1,0.14712008833885193,0.0,True,False
171,0.0,0,0.4408707320690155,1,0.14712008833885193,0.0,True,False
172,0.0,0,0.4408707320690155,1,0.14712008833885193,0.0,True,False
173,0.0,0,0.4623446762561798,1,0.14712008833885193,0.0,True,False
174,0.0,0,0.4623446762561798,1,0.14712008833885193,0.0,True,False
175,0.0,0,0.4996134042739868,1,0.14712008833885193,0.0,True,False
176,0.0,0,0.4996134042739868,1,0.14712008833885193,0.0,True,False
177,0.0,0,0.5298860669136047,1,0.14712008833885193,0.0,True,False
178,0.0,0,0.5298860669136047,1,0.14712008833885193,0.0,True,False
179,0.0,0,0.5514219403266907,1,0.14712008833885193,0.0,True,False
180,0.0,0,0.5514219403266907,1,0.14712008833885193,0.0,True,False
181,0.0,0,0.5719700455665588,1,0.14712008833885193,0.0,True,False
182,0.0,0,0.5719700455665588,1,0.14712008833885193,0.0,True,False
183,0.0,0,0.5932660102844238,1,0.14712008833885193,0.0,True,False
184,0.0,0,0.5932660102844238,1,0.14712008833885193,0.0,True,False
185,0.0,0,0.6465463042259216,1,0.14712008833885193,0.0,True,False
186,0.0,0,0.6465463042259216,1,0.14712008833885193,0.0,True,False
187,0.0,0,0.6593073606491089,1,0.14712008833885193,0.0,True,False
188,0.0,0,0.6593073606491089,1,0.14712008833885193,0.0,True,False
189,0.0,0,0.6593073606491089,1,0.14712008833885193,0.0,True,False
190,0.0,0,0.6593073606491089,1,0.14712008833885193,0.0,True,False
191,0.0,0,0.7203818559646606,1,0.14712008833885193,0.0,True,False
192,0.0,0,0.7203818559646606,1,0.14712008833885193,0.0,True,False
193,0.0,0,0.7581050395965576,1,0.14712008833885193,0.0,True,False
194,0.0,0,0.7581050395965576,1,0.14712008833885193,0.0,True,False
195,0.0,0,0.7900928854942322,1,0.14712008833885193,0.0,True,False
196,0.0,0,0.7900928854942322,1,0.14712008833885193,0.0,True,False
197,0.0,0,0.8221302628517151,1,0.14712008833885193,0.0,True,False
198,0.0,0,0.8221302628517151,1,0.14712008833885193,0.0,True,False
199,0.0,0,0.845782995223999,1,0.14712008833885193,0.0,True,False
200,0.0,0,0.845782995223999,1,0.14712008833885193,0.0,True,False
201,0.0,0,0.8858564496040344,1,0.14712008833885193,0.0,True,False
202,0.0,0,0.8858564496040344,1,0.14712008833885193,0.0,True,False
203,0.0,0,0.9040751457214355,1,0.14712008833885193,0.0,True,False
204,0.0,0,0.9040751457214355,1,0.14712008833885193,0.0,True,False
205,0.0,0,0.9295667409896851,1,0.14712008833885193,0.0,True,False
206,0.0,0,0.9295667409896851,1,0.14712008833885193,0.0,True,False
207,0.0,0,0.9740856289863586,1,0.14712008833885193,0.0,True,False
208,0.0,0,0.9740856289863586,1,0.14712008833885193,0.0,True,False
209,0.0,0,0.9740856289863586,1,0.14712008833885193,0.0,True,False
210,0.0,0,0.9740856289863586,1,0.14712008833885193,0.0,True,False
211,0.0,0,1.0378689765930176,1,0.14712008833885193,0.0,True,False
212,0.0,0,1.0378689765930176,1,0.14712008833885193,0.0,True,False
213,0.0,0,1.0378689765930176,1,0.14712008833885193,0.0,True,False
214,0.0,0,1.0378689765930176,1,0.14712008833885193,0.0,True,False
215,0.0,0,1.082783579826355,1,0.14712008833885193,0.0,True,False
216,0.0,0,1.082783579826355,1,0.14712008833885193,0.0,True,False
217,0.0,0,1.1017932891845703,1,0.14712008833885193,0.0,True,False
218,0.0,0,1.1017932891845703,1,0.14712008833885193,0.0,True,False
219,0.0,0,1.1017932891845703,1,0.14712008833885193,0.0,True,False
220,0.0,0,1.1017932891845703,1,0.14712008833885193,0.0,True,False
221,0.0,0,1.1470838785171509,1,0.14712008833885193,0.0,True,False
222,0.0,0,1.1470838785171509,1,0.14712008833885193,0.0,True,False
223,0.0,0,1.185945987701416,1,0.14712008833885193,0.0,True,False
224,0.0,0,1.185945987701416,1,0.14712008833885193,0.0,True,False
225,0.0,0,1.2115352153778076,1,0.1687079221010208,0.0,True,False
226,0.0,0,1.2115352153778076,1,0.1687079221010208,0.0,True,False
227,0.0,0,1.2688695192337036,1,0.1687079221010208,0.0,True,False
228,0.0,0,1.2688695192337036,1,0.1687079221010208,0.0,True,False
229,0.0,0,1.2688695192337036,1,0.1687079221010208,0.0,True,False
230,0.0,0,1.2688695192337036,1,0.1687079221010208,0.0,True,False
231,0.0,0,1.3418917655944824,1,0.1687079221010208,0.0,True,False
232,0.0,0,1.3418917655944824,1,0.1687079221010208,0.0,True,False
233,0.0,0,1.3641657829284668,1,0.1687079221010208,0.0,True,False
234,0.0,0,1.3641657829284668,1,0.1687079221010208,0.0,True,False
235,0.0,0,1.3939002752304077,1,0.1687079221010208,0.0,True,False
236,0.0,0,1.3939002752304077,1,0.1687079221010208,0.0,True,False
237,0.0,0,1.4460333585739136,1,0.1687079221010208,0.0,True,False
238,0.0,0,1.4460333585739136,1,0.1687079221010208,0.0,True,False
239,0.0,0,1.4684137105941772,1,0.1687079221010208,0.0,True,False
240,0.0,0,1.4684137105941772,1,0.1687079221010208,0.0,True,False
241,0.0,0,1.5132417678833008,1,0.1687079221010208,0.0,True,False
242,0.0,0,1.5132417678833008,1,0.1687079221010208,0.0,True,False
243,0.0,0,1.5431761741638184,1,0.1687079221010208,0.0,True,False
244,0.0,0,1.5431761741638184,1,0.1687079221010208,0.0,True,False
245,0.0,0,1.5656529664993286,1,0.1687079221010208,0.0,True,False
246,0.0,0,1.5656529664993286,1,0.1687079221010208,0.0,True,False
247,0.0,0,1.5656529664993286,1,0.1687079221010208,0.0,True,False
248,0.0,0,1.5656529664993286,1,0.1687079221010208,0.0,True,False
249,0.0,0,1.6407325267791748,1,0.1687079221010208,0.0,True,False
250,0.0,0,1.6407325267791748,1,0.1687079221010208,0.0,True,False
251,0.0,0,1.678362250328064,1,0.1687079221010208,0.0,True,False
252,0.0,0,1.678362250328064,1,0.1687079221010208,0.0,True,False
253,0.0,0,1.716050386428833,1,0.1687079221010208,0.0,True,False
254,0.0,0,1.716050386428833,1,0.1687079221010208,0.0,True,False
255,0.0,0,1.7462430000305176,1,0.1687079221010208,0.0,True,False
256,0.0,0,1.7462430000305176,1,0.1687079221010208,0.0,True,False
257,0.0,0,1.776472806930542,1,0.1687079221010208,0.0,True,False
258,0.0,0,1.776472806930542,1,0.1687079221010208,0.0,True,False
259,0.0,0,1.8218865394592285,1,0.1687079221010208,0.0,True,False
260,0.0,0,1.8218865394592285,1,0.1687079221010208,0.0,True,False
261,0.0,0,1.844624400138855,1,0.1687079221010208,0.0,True,False
262,0.0,0,1.844624400138855,1,0.1687079221010208,0.0,True,False
263,0.0,0,1.8749727010726929,1,0.1687079221010208,0.0,True,False
264,0.0,0,1.8749727010726929,1,0.1687079221010208,0.0,True,False
265,0.0,0,1.9205634593963623,1,0.1687079221010208,0.0,True,False
266,0.0,0,1.9205634593963623,1,0.1687079221010208,0.0,True,False
267,0.0,0,1.9510018825531006,1,0.1687079221010208,0.0,True,False
268,0.0,0,1.9510018825531006,1,0.1687079221010208,0.0,True,False
269,0.0,0,1.9967255592346191,1,0.1687079221010208,0.0,True,False
270,0.0,0,1.9967255592346191,1,0.1687079221010208,0.0,True,False
271,0.0,0,2.034888982772827,1,0.1687079221010208,0.0,True,False
272,0.0,0,2.034888982772827,1,0.1687079221010208,0.0,True,False
273,0.0,0,2.0578134059906006,1,0.1687079221010208,0.0,True,False
274,0.0,0,2.0578134059906006,1,0.1687079221010208,0.0,True,False
275,0.0,0,2.096064329147339,1,0.1687079221010208,0.0,True,False
276,0.0,0,2.096064329147339,1,0.1687079221010208,0.0,True,False
277,0.0,0,2.157376527786255,1,0.1687079221010208,0.0,True,False
278,0.0,0,2.157376527786255,1,0.1687079221010208,0.0,True,False
279,0.0,0,2.157376527786255,1,0.1687079221010208,0.0,True,False
280,0.0,0,2.157376527786255,1,0.1687079221010208,0.0,True,False
281,0.0,0,2.1957664489746094,1,0.1687079221010208,0.0,True,False
282,0.0,0,2.1957664489746094,1,0.1687079221010208,0.0,True,False
283,0.0,0,2.2572989463806152,1,0.1687079221010208,0.0,True,False
284,0.0,0,2.2572989463806152,1,0.1687079221010208,0.0,True,False
285,0.0,0,2.2804081439971924,1,0.1687079221010208,0.0,True,False
286,0.0,0,2.2804081439971924,1,0.1687079221010208,0.0,True,False
287,0.0,0,2.3035366535186768,1,0.1687079221010208,0.0,True,False
288,0.0,0,2.3035366535186768,1,0.1687079221010208,0.0,True,False
289,0.0,0,2.3498482704162598,1,0.1687079221010208,0.0,True,False
290,0.0,0,2.3498482704162598,1,0.1687079221010208,0.0,True,False
291,0.0,0,2.403970718383789,1,0.1687079221010208,0.0,True,False
292,0.0,0,2.403970718383789,1,0.1687079221010208,0.0,True,False
293,0.0,0,2.4349424839019775,1,0.1687079221010208,0.0,True,False
294,0.0,0,2.4349424839019775,1,0.1687079221010208,0.0,True,False
295,0.0,0,2.481459379196167,1,0.1687079221010208,0.0,True,False
296,0.0,0,2.481459379196167,1,0.1687079221010208,0.0,True,False
297,0.0,0,2.5125105381011963,1,0.1687079221010208,0.0,True,False
298,0.0,0,2.5125105381011963,1,0.1687079221010208,0.0,True,False
299,0.0,0,2.543593406677246,1,0.1687079221010208,0.0,True,False
300,0.0,0,2.543593406677246,1,0.1687079221010208,0.0,True,False
301,0.0,0,2.621436595916748,1,0.1687079221010208,0.0,True,False
302,0.0,0,2.621436595916748,1,0.1687079221010208,0.0,True,False
303,0.0,0,2.6682355403900146,1,0.1687079221010208,0.0,True,False
304,0.0,0,2.6682355403900146,1,0.1687079221010208,0.0,True,False
305,0.0,0,2.7151029109954834,1,0.1687079221010208,0.0,True,False
306,0.0,0,2.7151029109954834,1,0.1687079221010208,0.0,True,False
307,0.0,0,2.746385097503662,1,0.1687079221010208,0.0,True,False
308,0.0,0,2.746385097503662,1,0.1687079221010208,0.0,True,False
309,0.0,0,2.824721574783325,1,0.1687079221010208,0.0,True,False
310,0.0,0,2.824721574783325,1,0.1687079221010208,0.0,True,False
311,0.0,0,2.8718109130859375,1,0.1687079221010208,0.0,True,False
312,0.0,0,2.8718109130859375,1,0.1687079221010208,0.0,True,False
313,0.0,0,2.90324068069458,1,0.1687079221010208,0.0,True,False
314,0.0,0,2.90324068069458,1,0.1687079221010208,0.0,True,False
315,0.0,0,2.958310604095459,1,0.1687079221010208,0.0,True,False
316,0.0,0,2.958310604095459,1,0.1687079221010208,0.0,True,False
317,0.0,0,2.9819390773773193,1,0.1687079221010208,0.0,True,False
318,0.0,0,2.9819390773773193,1,0.1687079221010208,0.0,True,False
319,0.0,0,3.037132740020752,1,0.1687079221010208,0.0,True,False
320,0.0,0,3.037132740020752,1,0.1687079221010208,0.0,True,False
321,0.0,0,3.0687103271484375,1,0.1687079221010208,0.0,True,False
322,0.0,0,3.0687103271484375,1,0.1687079221010208,0.0,True,False
323,0.0,0,3.092411756515503,1,0.1687079221010208,0.0,True,False
324,0.0,0,3.092411756515503,1,0.1687079221010208,0.0,True,False
325,0.0,0,3.1477739810943604,1,0.1687079221010208,0.0,True,False
326,0.0,0,3.1477739810943604,1,0.1687079221010208,0.0,True,False
327,0.0,0,3.195293426513672,1,0.1687079221010208,0.0,True,False
328,0.0,0,3.195293426513672,1,0.1687079221010208,0.0,True,False
329,0.0,0,3.242872476577759,1,0.1687079221010208,0.0,True,False
330,0.0,0,3.242872476577759,1,0.1687079221010208,0.0,True,False
331,0.0,0,3.274625301361084,1,0.1687079221010208,0.0,True,False
332,0.0,0,3.274625301361084,1,0.1687079221010208,0.0,True,False
333,0.0,0,3.306403636932373,1,0.1687079221010208,0.0,True,False
334,0.0,0,3.306403636932373,1,0.1687079221010208,0.0,True,False
335,0.0,0,3.346162796020508,1,0.1687079221010208,0.0,True,False
336,0.0,0,3.346162796020508,1,0.1687079221010208,0.0,True,False
337,0.0,0,3.3779990673065186,1,0.1687079221010208,0.0,True,False
338,0.0,0,3.3779990673065186,1,0.1687079221010208,0.0,True,False
339,0.0,0,3.4258005619049072,1,0.1687079221010208,0.0,True,False
340,0.0,0,3.4258005619049072,1,0.1687079221010208,0.0,True,False
341,0.0,0,3.457699775695801,1,0.1687079221010208,0.0,True,False
342,0.0,0,3.457699775695801,1,0.1687079221010208,0.0,True,False
343,0.0,0,3.5295629501342773,1,0.1687079221010208,0.0,True,False
344,0.0,0,3.5295629501342773,1,0.1687079221010208,0.0,True,False
345,0.0,0,3.561541795730591,1,0.1687079221010208,0.0,True,False
346,0.0,0,3.561541795730591,1,0.1687079221010208,0.0,True,False
347,0.0,0,3.5935442447662354,1,0.1687079221010208,0.0,True,False
348,0.0,0,3.5935442447662354,1,0.1687079221010208,0.0,True,False
349,0.0,0,3.6415929794311523,1,0.1687079221010208,0.0,True,False
350,0.0,0,3.6415929794311523,1,0.1687079221010208,0.0,True,False
351,0.0,0,3.6977157592773438,1,0.1687079221010208,0.0,True,False
352,0.0,0,3.6977157592773438,1,0.1687079221010208,0.0,True,False
353,0.0,0,3.6977157592773438,1,0.1687079221010208,0.0,True,False
354,0.0,0,3.6977157592773438,1,0.1687079221010208,0.0,True,False
355,0.0,0,3.778012275695801,1,0.1687079221010208,0.0,True,False
356,0.0,0,3.778012275695801,1,0.1687079221010208,0.0,True,False
357,0.0,0,3.802128314971924,1,0.1687079221010208,0.0,True,False
358,0.0,0,3.802128314971924,1,0.1687079221010208,0.0,True,False
359,0.0,0,3.8584482669830322,1,0.1687079221010208,0.0,True,False
360,0.0,0,3.8584482669830322,1,0.1687079221010208,0.0,True,False
361,0.0,0,3.8906612396240234,1,0.1687079221010208,0.0,True,False
362,0.0,0,3.8906612396240234,1,0.1687079221010208,0.0,True,False
363,0.0,0,3.9874281883239746,1,0.1687079221010208,0.0,True,False
364,0.0,0,3.9874281883239746,1,0.1687079221010208,0.0,True,False
365,0.0,0,4.011648654937744,1,0.1687079221010208,0.0,True,False
366,0.0,0,4.011648654937744,1,0.1687079221010208,0.0,True,False
367,0.0,0,4.076297283172607,1,0.12553226947784424,0.0,True,False
368,0.0,0,4.076297283172607,1,0.12553226947784424,0.0,True,False
369,0.0,0,4.099086284637451,1,0.09315051883459091,0.0,True,False
370,0.0,0,4.099086284637451,1,0.09315051883459091,0.0,True,False
371,0.0,0,4.134063720703125,1,0.028354907408356667,0.0,True,False
372,0.0,0,4.134063720703125,1,0.028354907408356667,0.0,True,False
373,0.0,0,4.157386779785156,1,0.028354907408356667,0.0,True,False
374,0.0,0,4.157386779785156,1,0.028354907408356667,0.0,True,False
375,0.0,0,4.185594081878662,1,0.006767077837139368,0.0,True,False
376,0.0,0,4.185594081878662,1,0.006767077837139368,0.0,True,False
377,0.0,0,4.188450336456299,1,0.006767077837139368,0.0,True,False
378,0.0,0,4.188450336456299,1,0.006767077837139368,0.0,True,False
379,0.0,0,4.189742565155029,1,-0.0,0.0,True,False
380,0.0,0,4.189742565155029,1,-0.0,0.0,True,False
381,0.0,0,4.188037395477295,1,-0.0,0.0,True,False
382,0.0,0,4.188037395477295,1,-0.0,0.0,True,False
383,0.0,0,4.1863322257995605,1,-0.0,0.0,True,False
384,0.0,0,4.1863322257995605,1,-0.0,0.0,True,False
385,0.0,0,4.181769371032715,1,-0.0,0.0,True,False
386,0.0,0,4.181769371032715,1,-0.0,0.0,True,False
387,0.0,0,4.178641319274902,1,-0.0,0.0,True,False
388,0.0,0,4.178641319274902,1,-0.0,0.0,True,False
389,0.0,0,4.173952102661133,1,-0.0,0.0,True,False
390,0.0,0,4.173952102661133,1,-0.0,0.0,True,False
391,0.0,0,4.170828819274902,1,-0.0,0.0,True,False
392,0.0,0,4.170828819274902,1,-0.0,0.0,True,False
393,0.0,0,4.1630330085754395,1,-0.0,0.0,True,False
394,0.0,0,4.1630330085754395,1,-0.0,0.0,True,False
395,0.0,0,4.156032562255859,1,-0.0,0.0,True,False
396,0.0,0,4.156032562255859,1,-0.0,0.0,True,False
397,0.0,0,4.152924537658691,1,-0.0,0.0,True,False
398,0.0,0,4.152924537658691,1,-0.0,0.0,True,False
